Keyword,Reason,Analysis,AU,BR,CA,DE,ES,EU,FR,IT,JP,MX,NL,SE,UAE,UK,US
Cefroxadine,Prescription Antibiotics cannot be sold,"Cefroxadine is a cephalosporin antibiotic that is flagged because it is a prescription-only medication, restricting its sale to prevent misuse and ensure proper medical oversight.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Cefsumide,Prescription Antibiotics cannot be sold,"Cefsumide is flagged due to its status as a prescription-only antibiotic, ensuring it is dispensed only under the guidance of a healthcare professional to prevent misuse.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceftaroline,Prescription Antibiotics cannot be sold,"Ceftaroline is a fifth-generation cephalosporin antibiotic used to treat severe bacterial infections. It is flagged because it requires a prescription, ensuring its use is monitored by healthcare providers.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceftazidime,Prescription Antibiotics cannot be sold,"Ceftazidime is a third-generation cephalosporin antibiotic used to treat serious bacterial infections. It is flagged due to its prescription-only status, restricting its sale to authorized medical professionals.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"Ceftazidime/Ceptaz, Fortum, Fortaz, Tazicef, Tazidime",Prescription Antibiotics cannot be sold,"These are brand names for the antibiotic Ceftazidime, which is a prescription-only medication. It is flagged because selling prescription antibiotics without a prescription is prohibited to prevent misuse and antibiotic resistance.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Cefteram,Prescription Antibiotics cannot be sold,Cefteram is a cephalosporin antibiotic that requires a prescription. It is flagged to ensure compliance with regulations that restrict the sale of prescription medications to prevent inappropriate use.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceftezole,Prescription Antibiotics cannot be sold,Ceftezole is another cephalosporin antibiotic that is available only by prescription. It is flagged to adhere to regulations that prevent the sale of prescription drugs without proper authorization.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceftibuten,Prescription Antibiotics cannot be sold,"Ceftibuten is a third-generation cephalosporin antibiotic that requires a prescription. It is flagged to ensure it is not sold without a prescription, maintaining compliance with pharmaceutical regulations.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceftibuten/Cedax,Prescription Antibiotics cannot be sold,"Cedax is a brand name for Ceftibuten, a prescription antibiotic. It is flagged to prevent unauthorized sales, ensuring it is dispensed only with a valid prescription.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceftin,Prescription Antibiotics cannot be sold,"Ceftin is a brand name for Cefuroxime, a prescription antibiotic. It is flagged to comply with regulations that prohibit the sale of prescription medications without a prescription.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceftiofur,Prescription Antibiotics cannot be sold,"Ceftiofur is a veterinary antibiotic that requires a prescription. It is flagged to prevent its sale without proper veterinary authorization, ensuring responsible use in animals.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceftiofur/Excede,Prescription Antibiotics cannot be sold,"Excede is a brand name for Ceftiofur, used in veterinary medicine. It is flagged to ensure it is sold only with a prescription, maintaining compliance with veterinary pharmaceutical regulations.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceftiolene,Prescription Antibiotics cannot be sold,"Ceftiolene is a prescription antibiotic. It is flagged to prevent its sale without a prescription, ensuring it is used appropriately and legally.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceftioxide,Prescription Antibiotics cannot be sold,Ceftioxide is a prescription antibiotic. It is flagged to ensure compliance with regulations that restrict the sale of prescription medications to prevent misuse and resistance.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceftizoxime,Prescription Antibiotics cannot be sold,"Ceftizoxime is a third-generation cephalosporin antibiotic used to treat bacterial infections. It requires a prescription and is not allowed for sale without one, hence flagged.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceftizoxime/Cefizox,Prescription Antibiotics cannot be sold,"Cefizox is a brand name for Ceftizoxime. Like its generic counterpart, it is a prescription-only antibiotic, leading to its restriction from sale.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceftobiprole,Prescription Antibiotics cannot be sold,"Ceftobiprole is a broad-spectrum cephalosporin antibiotic used for severe infections. It is prescription-only, which is why it cannot be sold freely.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceftriaxone,Prescription Antibiotics cannot be sold,"Ceftriaxone is a widely used third-generation cephalosporin antibiotic. It requires a prescription, restricting its sale to authorized medical channels.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceftriaxone/Rocephin,Prescription Antibiotics cannot be sold,"Rocephin is a brand name for Ceftriaxone. As a prescription antibiotic, it is subject to the same sales restrictions as its generic form.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Cefuracetime,Prescription Antibiotics cannot be sold,"Cefuracetime is a cephalosporin antibiotic that requires a prescription, thus it cannot be sold without proper authorization.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Cefuroxime,Prescription Antibiotics cannot be sold,"Cefuroxime is a second-generation cephalosporin antibiotic. It is prescription-only, which is why it is flagged for sale restrictions.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
"Cefuroxime/Ceftin, Kefurox, Zinacef, Zinnat",Prescription Antibiotics cannot be sold,"These are brand names for Cefuroxime, a prescription antibiotic. Their sale is restricted to prevent unauthorized distribution.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Cefuzonam,Prescription Antibiotics cannot be sold,"Cefuzonam is a cephalosporin antibiotic requiring a prescription, hence it is not allowed for sale without proper medical authorization.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Cefzil,Prescription Antibiotics cannot be sold,"Cefzil is a brand name for Cefprozil, a cephalosporin antibiotic. It is prescription-only, leading to its restriction from sale.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Celandine,Restricted Ingredient (potentially toxic affects on the liver) Other Names: Chelidonium majus,"Celandine, also known as Chelidonium majus, is flagged due to its potential toxic effects on the liver. It is considered a restricted ingredient and is not allowed for sale in any country.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Celebrex,Prescription Drugs & Ingredients - cannot be sold,Celebrex is a prescription medication used to treat pain and inflammation. It is flagged because prescription drugs and their ingredients cannot be sold without proper authorization.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Celecoxib,Prescription Drugs & Ingredients - cannot be sold,"Celecoxib is the active ingredient in Celebrex, a prescription drug. It is flagged for the same reason as Celebrex, as prescription drugs cannot be sold without a prescription.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Celerite Slimming Capsules,Prohibited Supplement Products,"These capsules are flagged as prohibited supplement products, likely due to containing ingredients that are not approved for sale or have been associated with health risks.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Celerite Slimming Capsules - sibutramine,Prohibited Supplement Products,"Sibutramine is a banned substance in many countries due to its association with cardiovascular risks. Products containing sibutramine, like these capsules, are prohibited.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Celerite Slimming Tea,Prohibited Supplement Products,"This slimming tea is flagged as a prohibited supplement product, possibly due to containing unapproved or harmful ingredients.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Celerite Slimming Tea - sibutramine,Prohibited Supplement Products,"Similar to the capsules, this tea contains sibutramine, a banned substance due to its health risks, making it a prohibited product.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Celexa,Prescription Drugs & Ingredients - cannot be sold,Celexa is a prescription antidepressant medication. It is flagged because prescription drugs cannot be sold without a prescription.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Celiac,Diseases - analyze to see if this is a claim,"The term 'Celiac' is flagged to analyze if it is being used to make unverified health claims, as it refers to a disease that requires medical diagnosis and treatment.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Celospor,Prescription Antibiotics cannot be sold,"Celospor is a prescription antibiotic. It is flagged because antibiotics cannot be sold without a prescription, ensuring they are used appropriately to prevent resistance.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Celtol,Prescription Antibiotics cannot be sold,"Celtol is flagged because it is a prescription antibiotic, which cannot be sold without proper authorization. This restriction applies globally, as indicated by the 'Country Code: ALL'.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Cepahloglycinc,Prescription Antibiotics cannot be sold,"Similar to Celtol, Cepahloglycinc is a prescription antibiotic. Its sale is restricted worldwide due to the need for medical oversight when using such medications.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
cephacetrile,Prescription Antibiotics cannot be sold,"Cephacetrile is another prescription antibiotic, and its sale is prohibited globally to ensure it is used safely and appropriately under medical supervision.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Cephalexin,Prescription Drugs & Ingredients - cannot be sold|Prescription Antibiotics cannot be sold,"Cephalexin is flagged for two reasons: it is a prescription drug and an antibiotic. Both categories require careful regulation, and its sale is restricted globally.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Cephalonium,Prescription Antibiotics cannot be sold,"Cephalonium is a prescription antibiotic, and its sale is restricted worldwide to prevent misuse and ensure it is used under medical guidance.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Cephaloradine,Prescription Antibiotics cannot be sold,"Cephaloradine is flagged as a prescription antibiotic, with global restrictions on its sale to ensure it is used safely and effectively.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Cephalosporin,Prescription Antibiotics cannot be sold,"Cephalosporin, a class of antibiotics, is restricted from sale globally to prevent misuse and ensure proper medical oversight.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Cephalosporin/Ceftobiprole,Prescription Antibiotics cannot be sold,"This combination is flagged as a prescription antibiotic, with global restrictions to ensure it is used appropriately under medical supervision.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Cephalothin,Prescription Antibiotics cannot be sold,"Cephalothin is a prescription antibiotic, and its sale is restricted worldwide to ensure it is used safely and under proper medical guidance.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceptaz,Prescription Antibiotics cannot be sold,"Ceptaz is a prescription antibiotic, and its sale is restricted to prevent misuse and ensure it is dispensed by qualified healthcare professionals. This restriction applies globally.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceramic fibers,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","Ceramic fibers are subject to California Proposition 65, which requires businesses to provide warnings about significant exposures to chemicals that cause cancer, birth defects, or other reproductive harm. Compliance with local regulations is necessary when offering these products.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ceramic fibers (airborne particles of respirable size),"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","Similar to ceramic fibers, airborne particles of respirable size are also regulated under California Proposition 65 due to potential health risks. Proper labeling and compliance with local regulations are essential.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Cercarial Dermatitis,CDC Diseases - analyze to see if this is a claim,Cercarial Dermatitis is a disease recognized by the CDC. Any claims related to this condition must be carefully analyzed to ensure they are not misleading or unsubstantiated.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Cerebral Palsy,CDC Diseases - analyze to see if this is a claim,Cerebral Palsy is a medical condition recognized by the CDC. Claims related to this condition should be scrutinized to ensure they are accurate and not misleading.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Certificate of Guarantee and Authenticity,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,This phrase is restricted in Amazon Europe listings as it can lead to search suppression. Sellers should avoid using promotional or restricted phrases in product titles.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Certificate_of_Guarantee_and_Authenticity,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,"Similar to the previous keyword, this phrase is restricted in Amazon Europe listings and can lead to search suppression. Sellers should adhere to Amazon's guidelines.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Certificate-of-Guarantee-and-Authenticity,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,This variation of the phrase is also restricted in Amazon Europe listings. Compliance with Amazon's guidelines is necessary to avoid search suppression.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Certificate*of*Guarantee*and*Authenticity,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,Using asterisks does not circumvent the restriction on this phrase in Amazon Europe listings. Sellers should ensure their product titles comply with Amazon's policies.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Certified,"Claims and awards must be substantiated by a note in the text with certifying or awarded body, study, publication or other evidence, and year. Certification must have been granted in the last two years. Example: ""Certified by [agency name] in [year]""","The keyword 'Certified' is flagged for the same reasons as 'Certificato' and 'Certifié'. It necessitates clear documentation of the certifying body and evidence to support claims, applicable globally.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Cervical Cancer,CDC Diseases - analyze to see if this is a claim,"This keyword is flagged under CDC Diseases to determine if it constitutes a claim. It requires careful analysis to ensure that any mention is factual and not misleading, given the sensitivity and seriousness of the disease.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
